cond,seed,config,method,job,site,fed_auroc,fed_auprc,own_gain,local_auroc,local_auprc,prevalence,best_epoch_mean,delta_auroc,delta_auprc
0.5_0.75,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UPITT,0.731165,0.384365,0.000112,0.782436,0.44857,0.1507,1.4,-0.051271000000000067,-0.06420500000000001
0.5_0.75,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UTSW,0.743684,0.414943,0.034267,0.75905,0.445691,0.1571,1.2,-0.01536599999999999,-0.030747999999999998
0.5_0.75,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UofU,0.68733,0.272807,0.006581,0.733129,0.320095,0.1246,1.2,-0.045799000000000034,-0.047288
0.5_0.75,456,A_G_S_20group_weighted_v2.3_K2_lepoch3,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.3_K2_lepoch3/fedadaptproto,sim_KUMC,0.722272259656371,0.3309669621519522,0.0589884992458522,0.737173,0.381467,0.1441,1.6,-0.014900740343628982,-0.050500037848047796
0.5_0.75,456,A_G_S_20group_weighted_v2.3_K2_lepoch3,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.3_K2_lepoch3/fedadaptproto,sim_MCW,0.7736104109158828,0.417297775831259,0.0925480173226003,0.765699,0.41099,0.1475,1.0,0.007911410915882766,0.006307775831258966
0.5_0.75,456,A_G_S_20group_weighted_v2.3_K2_lepoch3,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.3_K2_lepoch3/fedadaptproto,sim_UIOWA,0.7700462226263545,0.3982858433826594,0.0683357328685811,0.739041,0.40123,0.1475,6.0,0.031005222626354523,-0.0029441566173405986
0.5_0.75,456,A_G_S_20group_weighted_v2.3_K2_lepoch3,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.3_K2_lepoch3/fedadaptproto,sim_UPITT,0.7681458276832328,0.3900698581520929,0.0503212082175064,0.782436,0.44857,0.1507,1.4,-0.014290172316767213,-0.05850014184790714
0.5_0.75,456,A_G_S_20group_weighted_v2.3_K2_lepoch3,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.3_K2_lepoch3/fedadaptproto,sim_UTSW,0.7380127050820329,0.4119066579830359,0.0636504601840736,0.75905,0.445691,0.1571,1.2,-0.02103729491796713,-0.03378434201696412
0.5_0.75,456,A_G_S_20group_weighted_v2.3_K2_lepoch3,fedadaptproto,a0.5_g0.75_seed456_20group_weighted_v2.3_K2_lepoch3/fedadaptproto,sim_UofU,0.7174232036906725,0.3002537872845461,0.0535539970827589,0.733129,0.320095,0.1246,1.2,-0.015705796309327558,-0.019841212715453915
1.0_1.0,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a1.0_g1.0_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_KUMC,0.688301,0.369233,0.007541,0.753893,0.414662,0.1516,1.6,-0.06559199999999998,-0.045429
1.0_1.0,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a1.0_g1.0_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_MCW,0.727355,0.370087,0.020217,0.756917,0.407441,0.1541,1.2,-0.029561999999999977,-0.037354
1.0_1.0,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a1.0_g1.0_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UIOWA,0.684757,0.332269,-0.019178,0.740103,0.410961,0.1542,1.4,-0.055346000000000006,-0.07869200000000004
1.0_1.0,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a1.0_g1.0_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UPITT,0.738967,0.406123,0.025522,0.769786,0.416424,0.1566,1.8,-0.03081899999999993,-0.010301000000000005
1.0_1.0,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a1.0_g1.0_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UTSW,0.734562,0.417508,0.032834,0.761601,0.44465,0.1614,1.4,-0.027038999999999924,-0.027142
1.0_1.0,456,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a1.0_g1.0_seed456_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UofU,0.700777,0.303967,0.001402,0.752548,0.399667,0.1371,1.2,-0.05177100000000001,-0.09570000000000001
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedavg,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedavg,sim_KUMC,0.724149028117472,0.3263978411590167,0.0478091266849337,0.744997,0.355346,0.1291,1.0,-0.02084797188252807,-0.028948158840983285
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedavg,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedavg,sim_MCW,0.7376583703862873,0.3553281828783119,0.0835767946577629,0.75702,0.367466,0.1341,1.0,-0.019361629613712683,-0.0121378171216881
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedavg,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedavg,sim_UIOWA,0.7397459793814434,0.3170660365191913,0.0616120962199313,0.74573,0.364261,0.1342,1.0,-0.005984020618556629,-0.047194963480808705
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedavg,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedavg,sim_UPITT,0.741997244055617,0.3945262354010498,0.0539303329884826,0.768097,0.420265,0.139,1.4,-0.026099755944383074,-0.025738764598950192
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedavg,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedavg,sim_UTSW,0.7467037452801306,0.412955529086671,0.0454036126135319,0.751484,0.416884,0.1485,1.4,-0.004780254719869426,-0.003928470913328985
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedavg,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedavg,sim_UofU,0.7086983853745158,0.2625468264858825,0.0599099052786341,0.750155,0.297952,0.0999,1.0,-0.04145661462548422,-0.03540517351411748
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedprox,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedprox,sim_KUMC,0.7239605362364149,0.3311062042586057,0.0476206348038766,0.744997,0.355346,0.1291,1.0,-0.021036463763585145,-0.024239795741394288
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedprox,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedprox,sim_MCW,0.7354253789318832,0.3557980235356044,0.0813438032033587,0.75702,0.367466,0.1341,1.0,-0.021594621068116826,-0.011667976464395602
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedprox,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedprox,sim_UIOWA,0.7380096219931273,0.3172564448297451,0.0598757388316152,0.74573,0.364261,0.1342,1.0,-0.007720378006872752,-0.047004555170254925
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedprox,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedprox,sim_UPITT,0.7411837682602779,0.4023368012278834,0.0531168571931435,0.768097,0.420265,0.139,1.4,-0.026913231739722154,-0.0179281987721166
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedprox,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedprox,sim_UTSW,0.735274007551791,0.3672377694460148,0.0339738748851923,0.751484,0.416884,0.1485,1.4,-0.016209992448209087,-0.049646230553985204
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedprox,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedprox,sim_UofU,0.7292421556344452,0.2793713570111431,0.0804536755385635,0.750155,0.297952,0.0999,1.0,-0.02091284436555485,-0.01858064298885692
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,scaffold,a0.0_g0.0_seed42_20group_weighted_lepoch3/scaffold,sim_KUMC,0.724149028117472,0.3263978411590167,0.0478091266849337,0.744997,0.355346,0.1291,1.0,-0.02084797188252807,-0.028948158840983285
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,scaffold,a0.0_g0.0_seed42_20group_weighted_lepoch3/scaffold,sim_MCW,0.7189416353989323,0.3427342732543078,0.0648600596704078,0.75702,0.367466,0.1341,1.0,-0.03807836460106773,-0.02473172674569224
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,scaffold,a0.0_g0.0_seed42_20group_weighted_lepoch3/scaffold,sim_UIOWA,0.7270570446735395,0.3200174148195492,0.0489231615120274,0.74573,0.364261,0.1342,1.0,-0.018672955326460516,-0.044243585180450795
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,scaffold,a0.0_g0.0_seed42_20group_weighted_lepoch3/scaffold,sim_UPITT,0.741997244055617,0.3945262354010498,0.0539303329884826,0.768097,0.420265,0.139,1.4,-0.026099755944383074,-0.025738764598950192
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,scaffold,a0.0_g0.0_seed42_20group_weighted_lepoch3/scaffold,sim_UTSW,0.7358056944586182,0.4044070624918463,0.0345055617920195,0.751484,0.416884,0.1485,1.4,-0.015678305541381832,-0.012476937508153652
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,scaffold,a0.0_g0.0_seed42_20group_weighted_lepoch3/scaffold,sim_UofU,0.7353787018663737,0.3052648437622068,0.086590221770492,0.750155,0.297952,0.0999,1.0,-0.014776298133626353,0.007312843762206811
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedadapt,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedadapt,sim_KUMC,0.7473622630059398,0.3444649933521103,0.0710223615734015,0.744997,0.355346,0.1291,1.0,0.002365263005939755,-0.010881006647889713
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedadapt,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedadapt,sim_MCW,0.7298622704507511,0.3526214182074381,0.0757806947222267,0.75702,0.367466,0.1341,1.0,-0.027157729549248888,-0.014844581792561928
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedadapt,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedadapt,sim_UIOWA,0.7364767010309278,0.3128139865046719,0.0583428178694157,0.74573,0.364261,0.1342,1.0,-0.009253298969072232,-0.0514470134953281
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedadapt,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedadapt,sim_UPITT,0.7516494885190448,0.3965074574240606,0.0635825774519104,0.768097,0.420265,0.139,1.4,-0.016447511480955246,-0.023757542575939372
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedadapt,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedadapt,sim_UTSW,0.7694979079497908,0.4206070583319143,0.0681977752831921,0.751484,0.416884,0.1485,1.4,0.01801390794979074,0.0037230583319143307
0.0_0.0,42,A_G_S_20group_weighted_lepoch3,fedadapt,a0.0_g0.0_seed42_20group_weighted_lepoch3/fedadapt,sim_UofU,0.7441590449430776,0.2750199744284416,0.0953705648471959,0.750155,0.297952,0.0999,1.0,-0.0059959550569224085,-0.02293202557155838
0.0_0.0,42,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.0_g0.0_seed42_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_KUMC,0.718934,0.301899,0.033067,0.744997,0.355346,0.1291,1.0,-0.02606300000000006,-0.05344700000000002
0.0_0.0,42,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.0_g0.0_seed42_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_MCW,0.712244,0.291056,0.02296,0.75702,0.367466,0.1341,1.0,-0.04477600000000004,-0.07641000000000003
0.0_0.0,42,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.0_g0.0_seed42_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UIOWA,0.692545,0.331663,0.003025,0.74573,0.364261,0.1342,1.0,-0.05318500000000004,-0.032598000000000016
0.0_0.0,42,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.0_g0.0_seed42_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UPITT,0.71097,0.354472,0.003886,0.768097,0.420265,0.139,1.4,-0.05712700000000004,-0.06579299999999999
0.0_0.0,42,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.0_g0.0_seed42_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UTSW,0.706697,0.368217,-0.001757,0.751484,0.416884,0.1485,1.4,-0.04478700000000002,-0.04866699999999996
0.0_0.0,42,A_G_S_20group_weighted_v2.5_bestckpt_fix,fedadaptproto,a0.0_g0.0_seed42_20group_weighted_v2.5_bestckpt_fix/fedadaptproto,sim_UofU,0.681531,0.229085,0.017291,0.750155,0.297952,0.0999,1.0,-0.06862400000000002,-0.06886699999999998
1.0_1.0,456,A_G_S_20group_weighted_lepoch3,fedavg,a1.0_g1.0_seed456_20group_weighted_lepoch3/fedavg,sim_KUMC,0.741669515072392,0.400222388072269,0.0715908011349224,0.753893,0.414662,0.1516,1.6,-0.012223484927608053,-0.014439611927730966
1.0_1.0,456,A_G_S_20group_weighted_lepoch3,fedavg,a1.0_g1.0_seed456_20group_weighted_lepoch3/fedavg,sim_MCW,0.7692737022981172,0.4390283571547629,0.0870028625373042,0.756917,0.407441,0.1541,1.2,0.01235670229811725,0.03158735715476291
1.0_1.0,456,A_G_S_20group_weighted_lepoch3,fedavg,a1.0_g1.0_seed456_20group_weighted_lepoch3/fedavg,sim_UIOWA,0.7357477868810073,0.4017506097005907,0.0604457362639293,0.740103,0.410961,0.1542,1.4,-0.0043552131189926735,-0.009210390299409343
1.0_1.0,456,A_G_S_20group_weighted_lepoch3,fedavg,a1.0_g1.0_seed456_20group_weighted_lepoch3/fedavg,sim_UPITT,0.7659305652207531,0.3848600967181618,0.0685940359287611,0.769786,0.416424,0.1566,1.8,-0.00385543477924688,-0.031563903281838224
